dcterms:media,dcterms:subject,Expected
A-1_Arquin_001_0187.jpg,"streets, buildings (structures), pedestrians, squares (open spaces)",4
A-1_Arquin_001_0188.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), cafés (restaurants)",5
A-1_Arquin_001_0189.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), cafés (restaurants)",5
A-1_Arquin_001_0190.jpg,"streets, buildings (structures), pedestrians, squares (open spaces)",4
A-1_Arquin_001_0191.jpg,"streets, buildings (structures), pedestrians, squares (open spaces)",4
A-1_Arquin_001_0193.jpg,"town halls, historic monuments, facades, streets, bell towers",5
A-1_Arquin_001_0194.jpg,"town halls, historic monuments, facades, streets, bell towers",5
A-1_Arquin_001_0195.jpg,"town halls, historic monuments, facades, streets, bell towers",5
A-1_Arquin_001_0196.jpg,"town halls, historic monuments, facades, streets, bell towers",5
A-1_Arquin_001_0197.jpg,"town halls, historic monuments, facades, streets",4
A-1_Arquin_001_0198.jpg,"town halls, historic monuments, facades, streets",4
A-1_Arquin_001_0199.jpg,"streets, buildings (structures), pedestrians, squares (open spaces)",4
A-1_Arquin_001_0200.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), parking (area)",5
A-1_Arquin_001_0201.jpg,"streets, buildings (structures)",2
A-1_Arquin_001_0202.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), parking (area)",5
A-1_Arquin_001_0203.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), parking (area)",5
A-1_Arquin_001_0204.jpg,"streets, buildings (structures), pedestrians, squares (open spaces), parking (area)",5
A-1_Arquin_001_0205.jpg,"streets, buildings (structures), pedestrians, squares (open spaces)",4
A-1_Arquin_001_0206.jpg,"street vendors, streets, buildings (structures), pedestrians, squares (open spaces)",5
A-1_Arquin_001_0207.jpg,"street vendors, streets, buildings (structures), pedestrians, squares (open spaces)",5
A-1_Arquin_001_0208.jpg,"street vendors, streets, buildings (structures), pedestrians, squares (open spaces)",5
A-1_Arquin_001_0209.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0210.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0211.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0212.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0213.jpg,"streets, buildings (structures), towers, art museums (buildings)",4
A-1_Arquin_001_0214.jpg,"buildings (structures), facade, detail (component), art museums (buildings)",4
A-1_Arquin_001_0215.jpg,"buildings (structures), natural history museums (institutions)",2
A-1_Arquin_001_0216.jpg,"buildings (structures), natural history museums (institutions)",2
A-1_Arquin_001_0217.jpg,"buildings (structures), natural history museums (institutions)",2
A-1_Arquin_001_0218.jpg,"buildings (structures), natural history museums (institutions)",2
A-1_Arquin_001_0219.jpg,"churches (buildings), street",2
A-1_Arquin_001_0220.jpg,"churches (buildings), portals, architectural sculpture",3
A-1_Arquin_001_0221.jpg,"streets, buildings (structures), statues",3
A-1_Arquin_001_0222.jpg,"streets, buildings (structures), statues",3
A-1_Arquin_001_0223.jpg,"streets, buildings (structures), statues",3
A-1_Arquin_001_0224.jpg,"streets, buildings (structures), statues",3
A-1_Arquin_001_0225.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0226.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0227.jpg,"neon lights, buildings (structures), brand names",3
A-1_Arquin_001_0228.jpg,"neon lights, buildings (structures), brand names",3
A-1_Arquin_001_0229.jpg,"neon lights, buildings (structures), brand names",3
A-1_Arquin_001_0230.jpg,"neon lights, buildings (structures), brand names",3
A-1_Arquin_001_0231.jpg,"neon lights, buildings (structures), brand names",3
A-1_Arquin_001_0232.jpg,"town halls, historic monuments, facades",3
A-1_Arquin_001_0233.jpg,"town halls, historic monuments, facades",3
A-1_Arquin_001_0234.jpg,"town halls, historic monuments, facades",3
A-1_Arquin_001_0235.jpg,"town halls, historic monuments, facades",3
A-1_Arquin_001_0236.jpg,"town halls, historic monuments, facades, details (components)",4
A-1_Arquin_001_0237.jpg,"town halls, historic monuments, facades, details (components)",4
A-1_Arquin_001_0238.jpg,"town halls, historic monuments, facades, details (components)",4
A-1_Arquin_001_0239.jpg,"town halls, historic monuments, facades, details (components)",4
A-1_Arquin_001_0240.jpg,"town halls, historic monuments, facades, details (components)",4
A-1_Arquin_001_0241.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0242.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0243.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0244.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0245.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0246.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0247.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0248.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0249.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0250.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0251.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0252.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0253.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0254.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0255.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0256.jpg,"streets, buildings (structures), art museums (buildings)",3
A-1_Arquin_001_0257.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0258.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0259.jpg,"churches (buildings), architectural sculpture, portal",3
A-1_Arquin_001_0260.jpg,"churches (buildings), architectural sculpture, details (components)",3
A-1_Arquin_001_0261.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0262.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0263.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0264.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0265.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0266.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0267.jpg,"churches (buildings), architectural sculpture",2
A-1_Arquin_001_0268.jpg,"churches (buildings), architectural sculpture",2
tset,,0
A-1_Arquin_002_0269.jpg,"arch bridges, canals (waterways), cathedrals (works by context)",3
A-1_Arquin_002_0270.jpg,"canals (waterways), streets, clock towers (towers)",3
A-1_Arquin_002_0271.jpg,"quays, streets, clock towers (towers)",3
A-1_Arquin_002_0272.jpg,"quays, streets, clock towers (towers)",3
A-1_Arquin_002_0273.jpg,"quays, streets, clock towers (towers)",3
A-1_Arquin_002_0274.jpg,"quays, streets, clock towers (towers)",3
A-1_Arquin_002_0275.jpg,"quays, streets, clock towers (towers)",3
A-1_Arquin_002_0276.jpg,"Churches (buildings), church towers, lancet windows, streets",4
A-1_Arquin_002_0277.jpg,"Churches (buildings), church towers, lancet windows, streets",4
A-1_Arquin_002_0278.jpg,"Churches (buildings), church towers, lancet windows, facades",4
A-1_Arquin_002_0279.jpg,"churches (buildings), portals, arches, architectural sculpture",4
A-1_Arquin_002_0280.jpg,"churches (buildings), portals, arches, architectural sculpture",4
A-1_Arquin_002_0283.jpg,"belfries (spaces), clock towers (towers), streets",3
A-1_Arquin_002_0284.jpg,"belfries (spaces), clock towers (towers), streets",3
A-1_Arquin_002_0285.jpg,"belfries (spaces), clock towers (towers), lancet windows",3
A-1_Arquin_002_0286.jpg,"belfries (spaces), clock towers (towers)",2
A-1_Arquin_002_0287.jpg,"belfries (spaces), clock towers (towers), streets",3
A-1_Arquin_002_0288.jpg,"engaged columns, arches, architectural sculpture",3
A-1_Arquin_002_0289.jpg,"architectural sculpture, bird's-eye views, streets, buildings (structures)",4
A-1_Arquin_002_0290.jpg,"architectural sculpture, bird's-eye views, streets, buildings (structures)",4
A-1_Arquin_002_0291.jpg,cityscapes (representations),1
A-1_Arquin_002_0292.jpg,"cityscapes (representations), streets",2
A-1_Arquin_002_0293.jpg,"cityscapes (representations), streets, squares (open spaces)",3
A-1_Arquin_002_0294.jpg,"squares (open spaces), streets, cafés (restaurants)",3
A-1_Arquin_002_0295.jpg,"squares (open spaces), streets, cafés (restaurants), cathedrals (works by context)",4
A-1_Arquin_002_0296.jpg,"cathedrals (works by context), church towers, streets, ",4
A-1_Arquin_002_0297.jpg,"cathedrals (works by context), church towers, streets, lancet windows, ",5
A-1_Arquin_002_0298.jpg,"cathedrals (works by context), architectural sculpture",2
A-1_Arquin_002_0299.jpg,"cathedrals (works by context), architectural sculpture, portals, archivolts",4
A-1_Arquin_002_0300.jpg,"cathedrals (works by context), architectural sculpture",2
A-1_Arquin_002_0301.jpg,"coats of arms, crucifixes, brick (clay materials)",3
A-1_Arquin_002_0302.jpg,"canals (waterways), buildings",2
A-1_Arquin_002_0303.jpg,"great halls, canals (waterways), bridges (built works)",3
A-1_Arquin_002_0304.jpg,"great halls, canals (waterways), bridges (built works)",3
A-1_Arquin_002_0305.jpg,"canals (waterways), buildings",2
A-1_Arquin_002_0306.jpg,"canals (waterways), buildings, bridges (built works), castles (fortifications)",4
A-1_Arquin_002_0307.jpg,"castles (fortifications), lancet windows, towers",3
A-1_Arquin_002_0308.jpg,"castles (fortifications), lancet windows, towers",3
A-1_Arquin_002_0309.jpg,"castles (fortifications), canals (waterways)",2
A-1_Arquin_002_0310.jpg,"castles (fortifications), canals (waterways)",2
A-1_Arquin_002_0311.jpg,"castles (fortifications), canals (waterways), battlements",3
A-1_Arquin_002_0312.jpg,"belfries (spaces), clock towers (towers), streets",3
A-1_Arquin_002_0313.jpg,"cathedrals (works by context), church towers, streets, lancet windows, portals",5
A-1_Arquin_002_0314.jpg,"cathedrals (works by context), church towers, streets, lancet windows, apses, transepts",6
A-1_Arquin_002_0316.jpg,"cathedrals (works by context), church towers, streets, lancet windows, transepts",5
A-1_Arquin_002_0317.jpg,"cathedrals (works by context), portals, streets, lancet windows, transepts",5
A-1_Arquin_002_0318.jpg,"cathedrals (works by context), portals, lancet windows, transepts",4
A-1_Arquin_002_0319.jpg,"cathedrals (works by context), architectural sculpture",2
A-1_Arquin_002_0320.jpg,"cathedrals (works by context), architectural sculpture",2
A-1_Arquin_002_0321.jpg,"cathedrals (works by context), architectural sculpture",2
A-1_Arquin_002_0322.jpg,"cathedrals (works by context), architectural sculpture, lancet windows",3
A-1_Arquin_002_0323.jpg,"cathedrals (works by context), architectural sculpture, portals, archivolts",4
A-1_Arquin_002_0324.jpg,"cathedrals (works by context), architectural sculpture, portals ",3
A-1_Arquin_002_0325.jpg,"cathedrals (works by context), architectural sculpture",2
A-1_Arquin_002_0326.jpg,"cathedrals (works by context), stained-glass windows",2
A-1_Arquin_002_0327.jpg,"cathedrals (works by context), stained-glass windows",2
A-1_Arquin_002_0328.jpg,"streets, towers",2
A-1_Arquin_002_0329.jpg,"town halls, streets",2
A-1_Arquin_002_0330.jpg,"town halls, streets, towers, architectural sculpture",4
A-1_Arquin_002_0331.jpg,"town halls, streets, towers, architectural sculpture",4
A-1_Arquin_002_0332.jpg,"town halls, streets, towers, architectural sculpture",4
A-1_Arquin_002_0333.jpg,"town halls, towers, architectural sculpture",3
A-1_Arquin_002_0334.jpg,"town halls, towers, architectural sculpture",3
A-1_Arquin_002_0335.jpg,"town halls, towers, architectural sculpture",3
A-1_Arquin_002_0336.jpg,"town halls, towers, architectural sculpture",3
A-1_Arquin_002_0337.jpg,"town halls, towers, architectural sculpture",3
A-1_Arquin_002_0338.jpg,"town halls, towers, architectural sculpture",3
A-1_Arquin_002_0339.jpg,"town halls, architectural sculpture",2
A-1_Arquin_002_0340.jpg,"town halls, architectural sculpture",2
A-1_Arquin_002_0341.jpg,"town halls, architectural sculpture",2
A-1_Arquin_002_0342.jpg,"town halls, architectural sculpture",2
A-1_Arquin_002_0343.jpg,"town halls, architectural sculpture",2
A-1_Arquin_002_0344.jpg,,0
A-1_Arquin_002_0345.jpg,,0
A-1_Arquin_002_0346.jpg,,0
A-1_Arquin_002_0347.jpg,,0
A-1_Arquin_002_0348.jpg,,0
A-1_Arquin_002_0349.jpg,,0
A-1_Arquin_002_0350.jpg,,0
A-1_Arquin_002_0351.jpg,"academic library (building), towers, outdoor sculpture",3
A-1_Arquin_002_0352.jpg,"academic library (building), towers, outdoor sculpture",3
A-1_Arquin_002_0353.jpg,architectural sculpture,1
A-1_Arquin_002_0360.jpg,"mountains, clouds",2
A-1_Arquin_002_0367.jpg,"mountains, dirt roads, donkeys, indigenous people",4
A-1_Arquin_002_0368.jpg,"mountains, clouds",2
A-1_Arquin_002_0369.jpg,"mountains, clouds",2
A-1_Arquin_002_0370.jpg,,0
A-1_Arquin_002_0371.jpg,"mountains, dirt roads, Vicugna pacos (species), indigenous people",4
A-1_Arquin_002_0372.jpg,"mountains, dirt roads, ",3
A-1_Arquin_002_0373.jpg,"mountains, dirt roads, towns",3
A-1_Arquin_002_0374.jpg,"mountains, dirt roads, towns",3
A-1_Arquin_002_0375.jpg,"mountains, dirt roads, towns",3
A-1_Arquin_002_0376.jpg,"mountains, dirt roads, towns",3
A-1_Arquin_002_0377.jpg,"mountains, dirt roads, towns",3
A-1_Arquin_002_0379.jpg,"mountains, indigenous people, domestic sheep (species)",3
A-1_Arquin_002_0380.jpg,"mountains, indigenous people, domestic sheep (species)",3
A-1_Arquin_002_0382.jpg,"indigenous people, farming (activity or system)",2
A-1_Arquin_002_0383.jpg,"indigenous people, farming (activity or system)",2
A-1_Arquin_002_0385.jpg,Vicugna pacos (species),1
A-1_Arquin_002_0386.jpg,"housing (concept), houses, ladders, children (people by age group)",4
A-1_Arquin_002_0387.jpg,"housing (concept), houses, ladders, children (people by age group), women (female humans)",5
A-1_Arquin_002_0388.jpg,"housing (concept), houses, ceramics (object genre), women (female humans)",4
A-1_Arquin_002_0389.jpg,"women (female humans), weaving, handlooms",3
A-1_Arquin_002_0390.jpg,"women (female humans), weaving, handlooms, mountains, clouds",5
A-1_Arquin_002_0391.jpg,"weaving, handlooms, children (people by age group)",3
A-1_Arquin_002_0392.jpg,"weaving, handlooms, children (people by age group)",3
A-1_Arquin_002_0393.jpg,"weaving, handlooms, children (people by age group)",3
A-1_Arquin_002_0400.jpg,buildings (structures),1
A-1_Arquin_002_0403.jpg,"churches (buildings), bell towers, fences (site elements)",3
A-1_Arquin_002_0408.jpg,"churches (buildings), bell towers, domes (architectural elements), fences (site elements)",4
A-1_Arquin_002_0409.jpg,"churches (buildings), bell towers, fences (site elements)",3
A-1_Arquin_002_0410.jpg,altars (religious fixtures),1
A-1_Arquin_002_0411.jpg,altars (religious fixtures),1
A-1_Arquin_002_0414.jpg,"buildings (structures), streets",2
A-1_Arquin_002_0415.jpg,"churches (buildings), bell towers",2
A-1_Arquin_002_0416.jpg,"churches (buildings), gates, skulls (skeleton components), crosses (motifs)",4
A-1_Arquin_002_0417.jpg,"churches (buildings), bell towers",2
A-1_Arquin_002_0418.jpg,"skulls (skeleton components), graveyards",2
A-1_Arquin_002_0419.jpg,"skulls (skeleton components), graveyards",2
A-1_Arquin_002_0430.jpg,lakes (bodies of water),1
A-1_Arquin_002_0440.jpg,lakes (bodies of water),1
A-1_Arquin_002_0442.jpg,lakes (bodies of water),1
A-1_Arquin_002_0447.jpg,"lakes (bodies of water), sailboats",2
A-1_Arquin_002_0457.jpg,"lakes (bodies of water), sailboats, trucks",3
A-1_Arquin_002_0481.jpg,"streets, buildings (structures), flags",3
A-1_Arquin_002_0482.jpg,"streets, city gates",2
A-1_Arquin_002_0483.jpg,marketplaces,1
A-1_Arquin_002_0485.jpg,"churches (buildings), bell towers",2
A-1_Arquin_002_0487.jpg,"churches (buildings), portals, engaged columns",3
A-1_Arquin_002_0488.jpg,"churches (buildings), portals, engaged columns",3
A-1_Arquin_002_0489.jpg,doors,1
A-1_Arquin_002_0490.jpg,crosses (motifs),1
A-1_Arquin_002_0491.jpg,crosses (motifs),1
A-1_Arquin_002_0492.jpg,"crosses (motifs), windows, churches (buildings), anchors (watercraft equipment)",4
A-1_Arquin_002_0493.jpg,churches (buildings) ,1
A-1_Arquin_002_0494.jpg,"churches (buildings), domes (architectural elements)",2
